spkitemid,r1,r2,acc,pron,flu,rhy
4upzrcp2va-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,4,4,1.3451956529,1.2678705592,1.244041478,1.3964720424
4upzrcp2va-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,3,0.9419664836,0.995692876,1.1651996554,0.1691722432
4upzrcp2va-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,1.0848746494,0.7891593359,0.262988798,0.2048697968
4upzrcp2va-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,4,0.8052654827,0.0435673289,1.075662567,-0.697816767
4upzrcp2va-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,4,0.8674723212,1.1460631132,0.7219886079,0.9737594867
4zwxjpd3on-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,3,4,0.6031476025,0.3583293559,1.4386212361,0.4515304252
4zwxjpd3on-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,2,-0.180842185,0.0043402781,0.7460596096,-0.525888796
4zwxjpd3on-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,4,-0.952720536,-0.551649419,0.1289602947,0.4297852271
4zwxjpd3on-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,3,2,-0.335201112,-0.923292845,0.238794858,-1.388577525
4zwxjpd3on-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,3,-0.716168002,-0.490154084,0.0998349135,-0.713191914
4zwxjpd3on-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,3,0.073261045,0.4264709293,0.2615917363,-0.227366585
56j6w8tc3a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,4,-0.278874918,0.0341662373,-0.037497829,1.006934464
56j6w8tc3a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,3,-0.172896398,-0.2712726,0.5395112072,-0.413128424
56j6w8tc3a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,3,4,-0.016881424,-0.883290624,1.5986316015,0.3170585939
56j6w8tc3a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,3,3,0.0559542983,-0.224593939,0.7548633273,0.4268197213
56j6w8tc3a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,3,-0.271898463,-0.459256594,0.8072548177,0.8265821563
56j6w8tc3a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,3,-0.110750678,0.4851353342,-0.922137447,0.1438079076
56l4knvhio-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,4,0.304327136,1.2089643614,-0.415396124,0.744332595
56l4knvhio-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,4,1.1743564698,1.3893141628,1.1904506053,-0.275957824
56l4knvhio-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,-1.037853573,0.154011825,0.4282830848,0.8943971636
56l4knvhio-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,1.2341641583,1.0900858172,0.6111256875,0.5988912251
56l4knvhio-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,4,1.1876063675,1.0519501895,1.0303842081,1.6244252217
56l4knvhio-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,4,1.3529986557,1.3684484821,0.3146698359,0.4776307384
56o15c0fet-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,3,-3.386553859,-4.266909972,-1.503226945,-3.75322182
56o15c0fet-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,2,-3.258210729,-4.771352462,-1.525861315,-2.607595962
58i4ia79lx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,4,0.1150460732,0.4723770543,0.7776631575,1.0600931821
58i4ia79lx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,4,4,0.7083266811,0.4816125431,0.3330729477,1.4338642525
58i4ia79lx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,4,0.8719127333,0.768709292,-2.043479556,1.2948864329
58i4ia79lx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,4,0.8115290581,0.3514036463,0.5485267814,-0.308702519
58i4ia79lx-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,4,1.2383405715,0.7726913877,0.566543117,0.0171628331
59wy10vtby-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,2,-1.165051819,-0.190342707,-2.38198445,-1.064311422
59wy10vtby-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,3,0.4600322677,-0.236974148,0.4157779388,-0.240143442
59wy10vtby-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,2,2,-1.026190184,-1.794730569,-0.06832186,0.4719199712
59wy10vtby-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,2,-0.197661872,-0.027464379,-0.445578365,-1.047172844
59wy10vtby-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,2,3,-0.544798897,-0.866745404,-0.525453839,0.3767889989
59wy10vtby-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,4,3,0.7479038552,-0.761950518,1.2213642708,0.1967852521
5e9hws8ycv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.2218505535,0.1103179056,-0.954786621,0.9152864781
5e9hws8ycv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,2,-0.249879632,-0.475497256,0.0618143478,-0.315733672
5e9hws8ycv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,3,0.2027578859,-0.507541787,-0.167222096,0.4196983249
5e9hws8ycv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,3,0.0793225538,0.0013252016,0.5437221599,0.8653612421
5e9hws8ycv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,3,0.8145855797,-0.285808261,1.407531802,0.6986358147
5e9hws8ycv-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,3,-0.782987123,-0.512341444,0.7136756971,0.8424854943
5ft4n575ay-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,4,0.4150936575,-0.040324733,0.0499620598,-0.193614456
5ft4n575ay-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,4,0.1462195827,-0.767192303,0.4512778879,-0.259688468
5ft4n575ay-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,3,-0.325242584,-0.890600449,0.3782540951,-0.154550417
5ft4n575ay-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,0.2379345446,-0.376753289,0.1369124488,-0.123125729
5ft4n575ay-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,3,-0.804299872,-0.522332094,0.3064384147,-0.155036132
5ft4n575ay-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,3,4,1.2178343538,-1.623732847,1.4542833846,0.4361495199
5hlwbpn7e1-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,2,,-1.908702977,-2.581042319,0.2581595801,1.9071198709
5hlwbpn7e1-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,2,2,-1.641316515,-2.713319902,-1.115651875,0.6996984576
5hlwbpn7e1-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,4,-2.006589459,-2.498717437,-1.130270192,0.9747392328
5hlwbpn7e1-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,2,3,-0.853890197,-0.389864068,0.8822495453,-0.006226652
5hlwbpn7e1-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,2,-2.924076432,-4.080685451,-1.03370359,0.5889164796
5jbpqdkf3s-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,4,4,0.958805449,1.4695145045,-1.595571824,1.0480972926
5jbpqdkf3s-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,4,0.5826304975,1.1387344263,-0.124738824,0.9019766817
5jbpqdkf3s-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,3,0.5451549535,1.367020347,0.6279513269,0.0384044518
5jbpqdkf3s-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,4,0.92556795,1.5022761798,1.3469622894,1.5413974137
5jbpqdkf3s-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,1.3349584515,1.1292796162,0.3713030893,1.1584251103
5jbpqdkf3s-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,,1.3893626546,1.3850334161,1.4192777841,-0.649465081
5jfdicndx9-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,-0.525101951,-1.69396334,-0.358366271,0.6802698995
5jwo67ho93-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,3,-0.169975606,0.0693622786,-0.095230674,-0.182453806
5jwo67ho93-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,3,-0.505253028,-0.396976458,0.0597279375,-0.095184509
5jwo67ho93-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,4,4,0.4994549858,0.2366932568,0.8484010706,-0.125961907
5jwo67ho93-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,3,-0.070733668,-0.075160307,0.5719760448,0.1415041446
5jwo67ho93-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,4,3,0.4437798121,-0.343691476,0.2059306696,-0.17464614
5jwo67ho93-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,4,3,-0.38583411,0.2908960047,-1.684595121,-0.796864786
5kwemu5nho-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,4,0.3068160853,0.3138892575,-0.885809987,1.4316636809
5kwemu5nho-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,2,3,-0.218576023,-0.525089479,-0.556944327,1.1950849862
5kwemu5nho-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,3,-0.167899597,-0.858994745,-1.060244585,-0.312579407
5kwemu5nho-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,0.2474726461,0.0953285789,-0.05064638,1.3946174092
5kwemu5nho-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,3,3,0.3113961704,-0.190334749,-1.409088853,-1.515913648
5kwemu5nho-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,3,-0.479127049,-0.176922291,-0.468664387,0.3540713646
5pgry1ijh8-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,0.0258278875,0.364060611,-1.249262615,-0.587454908
5pgry1ijh8-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,-0.184339383,0.1374942787,-0.312851473,-0.377011612
5pgry1ijh8-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,4,-0.209358186,-0.308527943,0.0948379519,-0.686633252
5pgry1ijh8-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,4,0.5397020479,0.3302786355,-0.124866073,0.3068326239
5pgry1ijh8-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.4177776067,0.1348782117,-0.069120022,-0.724282142
5pgry1ijh8-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,2,0.0570481707,0.2803370414,0.0699006489,-0.060581326
5qndqf3g8a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,4,-2.726092748,-1.389579595,-0.898602034,-2.650999726
5qndqf3g8a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,3,-2.061878384,-0.653057169,0.9479025966,-2.281092099
5qndqf3g8a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,4,,-2.599476367,-0.697736517,0.3901325168,-4.25480305
5qndqf3g8a-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,4,4,-1.822300801,-0.722219735,0.6197724014,-5.703084321
5xsmervikn-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,3,-0.166973354,-0.029054414,0.4325564447,0.3955573315
5xsmervikn-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,3,3,-0.238193722,-0.048564901,-0.00836953,0.9821108407
5xsmervikn-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,3,3,0.1255395862,0.6608298614,0.1601350123,-0.242251651
5xsmervikn-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,3,-0.308292788,0.5705005832,-0.052431582,1.3378413715
5xsmervikn-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,3,4,1.5372019523,1.1357955784,0.1413084894,-2.228376737
5xsmervikn-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,3,2,-0.471265528,0.0053109124,0.4573562377,1.3720950317
61aq8ah90i-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,2,3,-0.436039495,0.3229691844,-1.474509309,1.2718166987
61aq8ah90i-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,2,2,0.3473165838,0.1470159943,0.1695565246,0.3110014253
61aq8ah90i-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,-0.031545856,0.3241895766,-0.740379825,-0.09327976
61aq8ah90i-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,2,2,-0.715553938,-0.009273456,-0.426757725,-0.145849561
61aq8ah90i-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.2240952219,0.3433032257,-1.384462558,-0.846820325
61aq8ah90i-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,2,-0.213135956,0.133985671,-0.462595001,0.3869390564
61f0tu5w6q-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.7013920967,1.7967782343,0.7097540999,2.1175393649
61f0tu5w6q-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,4,-0.460287822,-0.237898936,-1.254796585,1.2151135403
61f0tu5w6q-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,-0.753778126,1.0612430507,-1.061948285,0.8871365681
61f0tu5w6q-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,3,0.0326645241,0.0556431725,1.1816590545,0.335869582
61f0tu5w6q-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,4,0.4581699837,0.8669659886,1.7580249014,-0.244889975
61f0tu5w6q-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,-0.510962798,0.5848747449,-2.247424911,-0.008318387
62d2dm9fzh-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,3,4,-0.107251157,-1.766719034,1.8603884373,0.5483887768
62d2dm9fzh-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,4,4,0.3383317386,0.7543966377,0.5563611843,1.2268627494
62d2dm9fzh-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,4,4,-0.435831614,-0.425188242,0.030538548,0.8585733693
62d2dm9fzh-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,4,0.1378011527,0.1088312126,-0.028064006,0.4690652729
62d2dm9fzh-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,4,4,0.3068559759,0.0358940835,-0.146873229,1.035182251
62d2dm9fzh-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,4,4,-0.599648236,-0.236406826,-0.734111482,0.9286600175
63d7dyowj2-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,4,1.1249183981,1.0822307369,0.63215911,0.9587956754
63d7dyowj2-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,4,4,-0.265000311,0.1952523666,-0.816938611,-0.565713823
63d7dyowj2-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,0.2320426944,0.2705439335,0.4420282303,0.7644487108
63d7dyowj2-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,4,3,0.3549576881,0.2277632898,0.5745655066,-0.144664618
63d7dyowj2-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,0.1751660833,-0.067627863,-1.25591583,-0.390351505
69u37o6rp2-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,4,4,0.2597210896,0.3640519422,0.9139856781,0.1520656491
69u37o6rp2-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,3,0.4348245873,0.2848334599,0.6680389798,1.9837874212
69u37o6rp2-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,3,3,0.6885660216,0.6362824264,1.0208389426,1.5587053022
69u37o6rp2-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,3,-0.09020196,0.1696406718,0.4149950373,2.037868221
69u37o6rp2-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,4,3,0.4283888484,0.9395714843,0.1401030221,0.438067291
69u37o6rp2-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,4,4,2.0418123244,1.2874458881,2.2729004739,0.9090076262
6d93id0eqx-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,3,-0.010156296,0.0776360654,-0.528833496,-1.178495287
6d93id0eqx-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,3,3,-0.060842738,0.1512671658,-1.939141336,-0.065641842
6d93id0eqx-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,3,3,0.1788561735,0.2300939213,-2.410459151,-1.59343024
6d93id0eqx-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,3,3,-0.467359869,0.3021577981,-1.019005043,-0.727414617
6d93id0eqx-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,2,4,0.7229649101,0.4472655649,0.0086876443,-2.092639592
6d93id0eqx-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,4,3,-0.001209517,0.6255719651,-0.662111495,0.2365851307
6i6d3w3jfp-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,2,4,0.8318138936,0.5444251971,1.0352064624,2.4373764648
6i6d3w3jfp-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,4,0.5444836517,0.3933544888,0.6690714576,1.1066135161
6i6d3w3jfp-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,3,0.5465588369,0.9347166549,0.0194895897,1.3624291071
6i6d3w3jfp-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,4,0.6130151699,0.4451161526,-0.221074383,-0.07821448
6i6d3w3jfp-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,4,4,0.6553228793,0.2890824392,-0.09593032,-0.171916471
6i6d3w3jfp-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,0.9278204233,0.7637289386,0.3882814533,1.119518575
6nenjdc4la-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_05,4,4,0.1360189484,0.3697678525,0.4436125984,0.0395304173
6nenjdc4la-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_06,4,4,0.1343203463,0.2904881025,1.1245341082,0.5443561227
6nenjdc4la-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_04,3,4,0.3885063965,0.5790953746,0.811171219,0.9130312138
6nenjdc4la-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_03,4,4,0.1994733538,0.4654043877,0.4388790726,0.7859164943
6nenjdc4la-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_01,4,4,0.4039262649,0.4292414407,0.2880880574,0.2780499105
6nenjdc4la-LADform2_Speaking_ReadAloudDialog_TTSUSMale_RuinedBook_Set2_02,4,4,0.7326492857,1.2319120528,0.6930354985,0.9447962072
6qp790jzt5-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,4,3,0.3352798152,-0.313811024,0.0740669548,0.5368431388
6qp790jzt5-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_02,3,3,-0.35097504,-0.949708607,0.5818567333,-1.660738803
6qp790jzt5-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,3,3,0.3647746808,0.0039712649,-0.558652121,0.3664099932
6qp790jzt5-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_01,3,3,0.8811026869,0.5079664546,0.0195790601,-1.358345451
6qp790jzt5-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_05,3,3,-0.177714206,0.3587491642,-0.280196195,-0.24091975
6qp790jzt5-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_03,3,3,1.0014956292,0.4399244289,-0.614596191,-1.903698799
6tj0kn5n9v-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_06,3,3,0.5037630918,0.4145712932,1.3424554247,0.2102668803
6tj0kn5n9v-LADform1_Speaking_ReadAloudDialog_HumanUSFemale_ShortPaper_Set1_04,4,4,1.2033298624,0.7948352268,1.2345930205,0.8089350374
